date,symbol,discount_pct,days_to_maturity,liquidity_bucket,decision_flag
2026-03-01,RMF2,-8.4,2638,low,IGNORE
2026-03-01,RSY,-8.08,3349,medium,IGNORE
2026-03-01,SAGF,-5.53,2828,medium,IGNORE
2026-03-01,SBCF,-16.67,1851,high,IGNORE
2026-03-01,SEF,-4.48,617,medium,CONSIDER
2026-03-01,SFEF,-14.7,2174,high,IGNORE
2026-03-01,SFMF,-10.97,1344,low,IGNORE
2026-03-01,SIGS2,-8.24,1274,medium,CONSIDER
2026-03-01,SIGS3,-4.54,2617,medium,IGNORE
2026-03-01,SLCF,-6.4,724,low,IGNORE
2026-03-03,C30MF,-7.36,2629,high,IGNORE
2026-03-03,CMF2,-1.75,127,high,IGNORE
2026-03-03,GBIMESY2,-7.16,3424,medium,IGNORE
2026-03-03,GIBF1,-8.15,2339,medium,IGNORE
2026-03-03,GSY,-7.43,3227,medium,IGNORE
2026-03-03,H8020,-1.4,2769,medium,IGNORE
2026-03-03,HLICF,-3.97,3483,low,IGNORE
2026-03-03,KDBY,-8.87,2336,high,IGNORE
2026-03-03,KEF,-7.14,1841,medium,IGNORE
2026-03-03,KSY,-6.63,2938,low,IGNORE
2026-03-03,LUK,-16.81,1625,low,IGNORE
2026-03-03,LVF2,-14.2,2741,high,IGNORE
2026-03-03,MBLEF,-7.5,4042,high,IGNORE
2026-03-03,MMF1,-1.57,2015,high,IGNORE
2026-03-03,MNMF1,-7.32,3213,medium,IGNORE
2026-03-03,NBF2,-6.72,1185,medium,CONSIDER
2026-03-03,NBF3,-5.88,2030,medium,IGNORE
2026-03-03,NIBLGF,1.12,2512,high,IGNORE
2026-03-03,NIBLSTF,-5.83,3628,medium,IGNORE
2026-03-03,NIBSF2,-7.23,1913,medium,IGNORE
2026-03-03,NICBF,-4.28,1273,low,IGNORE
2026-03-03,NICFC,-3.99,1200,high,IGNORE
2026-03-03,NICGF2,-8.58,1723,medium,IGNORE
2026-03-03,NICSF,-0.52,855,high,IGNORE
2026-03-03,NMB50,2.03,182,medium,IGNORE
2026-03-03,NMBHF2,-8.97,3283,medium,IGNORE
2026-03-03,NSIF2,-8.68,2374,low,IGNORE
2026-03-03,PRSF,-7.4,2203,medium,IGNORE
2026-03-03,PSF,-6.9,841,high,CONSIDER
2026-03-03,RBBF40,-4.55,4272,medium,IGNORE
2026-03-03,RMF1,-4.49,873,medium,CONSIDER
2026-03-03,RMF2,-6.72,2636,medium,IGNORE
2026-03-03,RSY,-7.15,3347,high,IGNORE
2026-03-03,SAGF,-5.53,2826,low,IGNORE
2026-03-03,SBCF,-15.17,1849,low,IGNORE
2026-03-03,SEF,-3.48,615,medium,IGNORE
2026-03-03,SFEF,-13.12,2172,medium,IGNORE
2026-03-03,SFMF,-10.97,1342,low,IGNORE
2026-03-03,SIGS2,-9.0,1272,low,IGNORE
2026-03-03,SIGS3,-6.21,2615,low,IGNORE
2026-03-03,SLCF,-4.63,722,medium,CONSIDER
2026-03-09,C30MF,-7.36,2623,high,IGNORE
2026-03-09,CMF2,-1.75,121,high,IGNORE
2026-03-09,GBIMESY2,-7.16,3418,high,IGNORE
2026-03-09,GIBF1,-8.15,2333,high,IGNORE
2026-03-09,GSY,-7.43,3221,high,IGNORE
2026-03-09,H8020,-1.4,2763,high,IGNORE
2026-03-09,HLICF,-3.97,3477,high,IGNORE
2026-03-09,KDBY,-8.87,2330,high,IGNORE
2026-03-09,KEF,-7.14,1835,high,IGNORE
2026-03-09,KSY,-6.45,2932,high,IGNORE
2026-03-09,LUK,-16.81,1619,high,IGNORE
2026-03-09,LVF2,-14.2,2735,high,IGNORE
2026-03-09,MBLEF,-7.5,4036,high,IGNORE
2026-03-09,MMF1,-1.57,2009,high,IGNORE
2026-03-09,MNMF1,-7.32,3207,high,IGNORE
2026-03-09,NBF2,-5.54,1179,high,CONSIDER
2026-03-09,NBF3,-6.98,2024,high,IGNORE
2026-03-09,NIBLGF,1.12,2506,high,IGNORE
2026-03-09,NIBLSTF,-3.99,3622,high,IGNORE
2026-03-09,NIBSF2,-7.23,1907,high,IGNORE
2026-03-09,NICBF,-4.28,1267,high,CONSIDER
2026-03-09,NICFC,-2.1,1194,high,IGNORE
2026-03-09,NICGF2,-8.58,1717,high,IGNORE
2026-03-09,NICSF,-0.52,849,high,IGNORE
2026-03-09,NMB50,2.03,176,high,IGNORE
2026-03-09,NMBHF2,-8.97,3277,high,IGNORE
2026-03-09,NSIF2,-8.68,2368,high,IGNORE
2026-03-09,PRSF,-7.63,2197,high,IGNORE
2026-03-09,PSF,-7.05,835,high,CONSIDER
2026-03-09,RBBF40,-4.55,4266,high,IGNORE
2026-03-09,RMF1,-2.59,867,high,IGNORE
2026-03-09,RMF2,-6.72,2630,high,IGNORE
2026-03-09,RSY,-7.15,3341,high,IGNORE
2026-03-09,SAGF,-5.53,2820,high,IGNORE
2026-03-09,SBCF,-15.17,1843,high,IGNORE
2026-03-09,SEF,-3.48,609,high,IGNORE
2026-03-09,SFEF,-11.46,2166,high,IGNORE
2026-03-09,SFMF,-10.97,1336,high,CONSIDER
2026-03-09,SIGS2,-9.0,1266,high,CONSIDER
2026-03-09,SIGS3,-6.21,2609,high,IGNORE
2026-03-09,SLCF,-4.63,716,high,CONSIDER
2026-03-10,C30MF,-6.32,2622,low,IGNORE
2026-03-10,CMF2,0.39,120,medium,IGNORE
2026-03-10,GBIMESY2,-5.45,3417,medium,IGNORE
2026-03-10,GIBF1,-9.08,2332,medium,IGNORE
2026-03-10,GSY,-5.59,3220,high,IGNORE
2026-03-10,H8020,-2.64,2762,low,IGNORE
2026-03-10,HLICF,-1.15,3476,low,IGNORE
2026-03-10,KDBY,-7.14,2329,high,IGNORE
2026-03-10,KEF,-5.46,1834,medium,IGNORE
2026-03-10,KSY,-7.62,2931,low,IGNORE
2026-03-10,LUK,-15.95,1618,low,IGNORE
2026-03-10,LVF2,-13.94,2734,medium,IGNORE
2026-03-10,MBLEF,-4.66,4035,medium,IGNORE
2026-03-10,MMF1,-0.31,2008,high,IGNORE
2026-03-10,MNMF1,-5.59,3206,high,IGNORE
2026-03-10,NBF2,-4.49,1178,high,CONSIDER
2026-03-10,NBF3,-5.52,2023,high,IGNORE
2026-03-10,NIBLGF,5.21,2505,medium,IGNORE
2026-03-10,NIBLSTF,-4.2,3621,medium,IGNORE
2026-03-10,NIBSF2,-7.13,1906,medium,IGNORE
2026-03-10,NICBF,-9.76,1266,low,IGNORE
2026-03-10,NICFC,-6.69,1193,low,IGNORE
2026-03-10,NICGF2,-8.28,1716,low,IGNORE
2026-03-10,NICSF,-0.42,848,medium,IGNORE
2026-03-10,NMB50,4.17,175,high,IGNORE
2026-03-10,NMBHF2,-5.3,3276,medium,IGNORE
2026-03-10,NSIF2,-5.16,2367,high,IGNORE
2026-03-10,PRSF,-8.12,2196,medium,IGNORE
2026-03-10,PSF,-5.48,834,high,CONSIDER
2026-03-10,RBBF40,-6.26,4265,medium,IGNORE
2026-03-10,RMF1,-3.79,866,high,IGNORE
2026-03-10,RMF2,-6.44,2629,medium,IGNORE
2026-03-10,RSY,-5.29,3340,medium,IGNORE
2026-03-10,SAGF,-4.1,2819,medium,IGNORE
2026-03-10,SBCF,-12.7,1842,medium,IGNORE
2026-03-10,SEF,-1.49,608,medium,IGNORE
2026-03-10,SFEF,-11.64,2165,high,IGNORE
2026-03-10,SFMF,-9.2,1335,medium,CONSIDER
2026-03-10,SIGS2,-7.09,1265,medium,CONSIDER
2026-03-10,SIGS3,-5.47,2608,low,IGNORE
2026-03-10,SLCF,-5.42,715,low,IGNORE
2026-03-11,C30MF,-4.15,2621,high,IGNORE
2026-03-11,CMF2,1.65,119,medium,IGNORE
2026-03-11,GBIMESY2,-3.94,3416,low,IGNORE
2026-03-11,GIBF1,-8.57,2331,medium,IGNORE
2026-03-11,GSY,-6.94,3219,medium,IGNORE
2026-03-11,H8020,-2.56,2761,medium,IGNORE
2026-03-11,HLICF,-0.63,3475,medium,IGNORE
2026-03-11,KDBY,-6.68,2328,high,IGNORE
2026-03-11,KEF,-5.26,1833,medium,IGNORE
2026-03-11,KSY,-2.83,2930,medium,IGNORE
2026-03-11,LUK,-14.32,1617,low,IGNORE
2026-03-11,LVF2,-12.97,2733,low,IGNORE
2026-03-11,MBLEF,-4.02,4034,high,IGNORE
2026-03-11,MMF1,0.21,2007,medium,IGNORE
2026-03-11,MNMF1,-5.11,3205,medium,IGNORE
2026-03-11,NBF2,-5.44,1177,low,IGNORE
2026-03-11,NBF3,-6.01,2022,medium,IGNORE
2026-03-11,NIBLGF,1.12,2504,medium,IGNORE
2026-03-11,NIBLSTF,-3.07,3620,medium,IGNORE
2026-03-11,NIBSF2,-3.26,1905,high,IGNORE
2026-03-11,NICBF,-6.97,1265,medium,CONSIDER
2026-03-11,NICFC,-5.99,1192,low,IGNORE
2026-03-11,NICGF2,-7.4,1715,medium,IGNORE
2026-03-11,NICSF,-0.31,847,high,IGNORE
2026-03-11,NMB50,0.39,174,medium,IGNORE
2026-03-11,NMBHF2,-7.81,3275,low,IGNORE
2026-03-11,NSIF2,-6.71,2366,high,IGNORE
2026-03-11,PRSF,-6.57,2195,high,IGNORE
2026-03-11,PSF,-4.48,833,high,CONSIDER
2026-03-11,RBBF40,-3.54,4264,low,IGNORE
2026-03-11,RMF1,-2.29,865,high,IGNORE
2026-03-11,RMF2,-6.53,2628,low,IGNORE
2026-03-11,RSY,-6.41,3339,high,IGNORE
2026-03-11,SAGF,-4.01,2818,low,IGNORE
2026-03-11,SBCF,-15.26,1841,medium,IGNORE
2026-03-11,SEF,-4.88,607,high,CONSIDER
2026-03-11,SFEF,-11.64,2164,medium,IGNORE
2026-03-11,SFMF,-7.08,1334,medium,CONSIDER
2026-03-11,SIGS2,-2.49,1264,low,IGNORE
2026-03-11,SIGS3,-3.61,2607,medium,IGNORE
2026-03-11,SLCF,-5.42,714,medium,CONSIDER
2026-03-12,C30MF,-3.77,2620,medium,IGNORE
2026-03-12,CMF2,-0.29,118,medium,IGNORE
2026-03-12,GBIMESY2,-5.55,3415,low,IGNORE
2026-03-12,GIBF1,-6.62,2330,medium,IGNORE
2026-03-12,GSY,-5.01,3218,medium,IGNORE
2026-03-12,H8020,-2.56,2760,low,IGNORE
2026-03-12,HLICF,-0.21,3474,low,IGNORE
2026-03-12,KDBY,-6.77,2327,medium,IGNORE
2026-03-12,KEF,-4.76,1832,medium,IGNORE
2026-03-12,KSY,-6.45,2929,low,IGNORE
2026-03-12,LUK,-14.24,1616,low,IGNORE
2026-03-12,LVF2,-12.53,2732,low,IGNORE
2026-03-12,MBLEF,-2.29,4033,medium,IGNORE
2026-03-12,MMF1,-0.84,2006,high,IGNORE
2026-03-12,MNMF1,-3.66,3204,medium,IGNORE
2026-03-12,NBF2,-5.73,1176,high,CONSIDER
2026-03-12,NBF3,-5.04,2021,high,IGNORE
2026-03-12,NIBLGF,-2.45,2503,medium,IGNORE
2026-03-12,NIBLSTF,-1.74,3619,high,IGNORE
2026-03-12,NIBSF2,-4.68,1904,medium,IGNORE
2026-03-12,NICBF,-3.29,1264,medium,IGNORE
2026-03-12,NICFC,-5.19,1191,medium,CONSIDER
2026-03-12,NICGF2,-6.9,1714,low,IGNORE
2026-03-12,NICSF,0.1,846,medium,IGNORE
2026-03-12,NMB50,0.19,173,medium,IGNORE
2026-03-12,NMBHF2,-7.33,3274,medium,IGNORE
2026-03-12,NSIF2,-6.79,2365,high,IGNORE
2026-03-12,PRSF,-6.57,2194,medium,IGNORE
2026-03-12,PSF,-3.73,832,high,IGNORE
2026-03-12,RBBF40,-3.84,4263,medium,IGNORE
2026-03-12,RMF1,-2.89,864,high,IGNORE
2026-03-12,RMF2,-6.62,2627,low,IGNORE
2026-03-12,RSY,-5.39,3338,medium,IGNORE
2026-03-12,SAGF,-2.67,2817,low,IGNORE
2026-03-12,SBCF,-12.79,1840,high,IGNORE
2026-03-12,SEF,0.4,606,high,IGNORE
2026-03-12,SFEF,-9.89,2163,high,IGNORE
2026-03-12,SFMF,-7.08,1333,medium,CONSIDER
2026-03-12,SIGS2,-0.57,1263,medium,IGNORE
2026-03-12,SIGS3,-4.26,2606,low,IGNORE
2026-03-12,SLCF,-5.02,713,high,CONSIDER
2026-03-15,C30MF,-4.25,2617,medium,IGNORE
2026-03-15,CMF2,1.17,115,medium,IGNORE
2026-03-15,GBIMESY2,-4.04,3412,low,IGNORE
2026-03-15,GIBF1,-7.47,2327,low,IGNORE
2026-03-15,GSY,-4.05,3215,high,IGNORE
2026-03-15,H8020,-2.56,2757,low,IGNORE
2026-03-15,HLICF,-1.88,3471,low,IGNORE
2026-03-15,KDBY,-4.39,2324,high,IGNORE
2026-03-15,KEF,-5.06,1829,medium,IGNORE
2026-03-15,KSY,-4.3,2926,medium,IGNORE
2026-03-15,LUK,-15.01,1613,low,IGNORE
2026-03-15,LVF2,-13.76,2729,low,IGNORE
2026-03-15,MBLEF,-4.94,4030,high,IGNORE
2026-03-15,MMF1,-2.3,2003,medium,IGNORE
2026-03-15,MNMF1,-6.36,3201,medium,IGNORE
2026-03-15,NBF2,-5.44,1173,high,CONSIDER
2026-03-15,NBF3,-6.2,2018,medium,IGNORE
2026-03-15,NIBLGF,-4.09,2500,medium,IGNORE
2026-03-15,NIBLSTF,-4.61,3616,medium,IGNORE
2026-03-15,NIBSF2,-5.09,1901,medium,IGNORE
2026-03-15,NICBF,-3.19,1261,medium,IGNORE
2026-03-15,NICFC,-5.85,1188,high,CONSIDER
2026-03-15,NICGF2,-6.4,1711,medium,IGNORE
2026-03-15,NICSF,-0.1,843,medium,IGNORE
2026-03-15,NMB50,0.19,170,high,IGNORE
2026-03-15,NMBHF2,-5.11,3271,low,IGNORE
2026-03-15,NSIF2,-6.45,2362,high,IGNORE
2026-03-15,PRSF,-4.71,2191,medium,IGNORE
2026-03-15,PSF,-2.57,829,high,IGNORE
2026-03-15,RBBF40,-0.71,4260,medium,IGNORE
2026-03-15,RMF1,-3.49,861,medium,IGNORE
2026-03-15,RMF2,-6.16,2624,low,IGNORE
2026-03-15,RSY,-4.83,3335,high,IGNORE
2026-03-15,SAGF,-5.03,2814,medium,IGNORE
2026-03-15,SBCF,-14.46,1837,medium,IGNORE
2026-03-15,SEF,4.38,603,high,IGNORE
2026-03-15,SFEF,-11.64,2160,high,IGNORE
2026-03-15,SFMF,-5.22,1330,low,IGNORE
2026-03-15,SIGS2,-4.21,1260,medium,CONSIDER
2026-03-15,SIGS3,-4.36,2603,low,IGNORE
2026-03-15,SLCF,-4.24,710,medium,CONSIDER
2026-03-16,C30MF,-5.19,2616,medium,IGNORE
2026-03-16,CMF2,-2.53,114,medium,IGNORE
2026-03-16,GBIMESY2,-2.12,3411,medium,IGNORE
2026-03-16,GIBF1,-7.47,2326,medium,IGNORE
2026-03-16,GSY,-5.5,3214,medium,IGNORE
2026-03-16,H8020,-4.13,2756,medium,IGNORE
2026-03-16,HLICF,-3.24,3470,low,IGNORE
2026-03-16,KDBY,-5.76,2323,medium,IGNORE
2026-03-16,KEF,-4.76,1828,high,IGNORE
2026-03-16,KSY,-7.32,2925,low,IGNORE
2026-03-16,LUK,-16.38,1612,low,IGNORE
2026-03-16,LVF2,-13.5,2728,low,IGNORE
2026-03-16,MBLEF,-5.85,4029,high,IGNORE
2026-03-16,MMF1,-0.52,2002,high,IGNORE
2026-03-16,MNMF1,-6.94,3200,medium,IGNORE
2026-03-16,NBF2,-5.35,1172,high,CONSIDER
2026-03-16,NBF3,-6.3,2017,high,IGNORE
2026-03-16,NIBLGF,-3.68,2499,high,IGNORE
2026-03-16,NIBLSTF,-5.63,3615,medium,IGNORE
2026-03-16,NIBSF2,-4.48,1900,high,IGNORE
2026-03-16,NICBF,-4.29,1260,low,IGNORE
2026-03-16,NICFC,-5.75,1187,medium,CONSIDER
2026-03-16,NICGF2,-4.43,1710,high,IGNORE
2026-03-16,NICSF,-0.31,842,medium,IGNORE
2026-03-16,NMB50,-0.1,169,low,IGNORE
2026-03-16,NMBHF2,-6.46,3270,medium,IGNORE
2026-03-16,NSIF2,-6.71,2361,medium,IGNORE
2026-03-16,PRSF,-4.38,2190,medium,IGNORE
2026-03-16,PSF,-4.23,828,high,CONSIDER
2026-03-16,RBBF40,-0.1,4259,low,IGNORE
2026-03-16,RMF1,-2.29,860,medium,IGNORE
2026-03-16,RMF2,-6.16,2623,medium,IGNORE
2026-03-16,RSY,-6.13,3334,high,IGNORE
2026-03-16,SAGF,-4.84,2813,medium,IGNORE
2026-03-16,SBCF,-15.34,1836,medium,IGNORE
2026-03-16,SEF,-0.2,602,high,IGNORE
2026-03-16,SFEF,-12.34,2159,low,IGNORE
2026-03-16,SFMF,-5.22,1329,low,IGNORE
2026-03-16,SIGS2,-4.41,1259,medium,CONSIDER
2026-03-16,SIGS3,-4.45,2602,low,IGNORE
2026-03-16,SLCF,-3.45,709,medium,IGNORE
2026-03-17,C30MF,-4.43,2615,medium,IGNORE
2026-03-17,CMF2,-0.58,113,high,IGNORE
2026-03-17,GBIMESY2,-5.65,3410,low,IGNORE
2026-03-17,GIBF1,-5.77,2325,high,IGNORE
2026-03-17,GSY,-4.53,3213,high,IGNORE
2026-03-17,H8020,-4.7,2755,medium,IGNORE
2026-03-17,HLICF,-0.84,3469,low,IGNORE
2026-03-17,KDBY,-6.22,2322,medium,IGNORE
2026-03-17,KEF,-4.76,1827,medium,IGNORE
2026-03-17,KSY,-5.57,2924,medium,IGNORE
2026-03-17,LUK,-14.75,1611,medium,IGNORE
2026-03-17,LVF2,-12.8,2727,medium,IGNORE
2026-03-17,MBLEF,-5.85,4028,high,IGNORE
2026-03-17,MMF1,-1.36,2001,medium,IGNORE
2026-03-17,MNMF1,-6.55,3199,medium,IGNORE
2026-03-17,NBF2,-4.78,1171,low,IGNORE
2026-03-17,NBF3,-5.91,2016,high,IGNORE
2026-03-17,NIBLGF,-3.37,2498,medium,IGNORE
2026-03-17,NIBLSTF,-4.3,3614,medium,IGNORE
2026-03-17,NIBSF2,-4.58,1899,medium,IGNORE
2026-03-17,NICBF,-0.5,1259,medium,IGNORE
2026-03-17,NICFC,-6.84,1186,low,IGNORE
2026-03-17,NICGF2,-8.97,1709,low,IGNORE
2026-03-17,NICSF,-2.2,841,medium,IGNORE
2026-03-17,NMB50,0.1,168,medium,IGNORE
2026-03-17,NMBHF2,-5.5,3269,medium,IGNORE
2026-03-17,NSIF2,-6.45,2360,high,IGNORE
2026-03-17,PRSF,-6.25,2189,low,IGNORE
2026-03-17,PSF,-3.73,827,medium,IGNORE
2026-03-17,RBBF40,-2.42,4258,low,IGNORE
2026-03-17,RMF1,-2.29,859,high,IGNORE
2026-03-17,RMF2,-4.38,2622,low,IGNORE
2026-03-17,RSY,-2.97,3333,high,IGNORE
2026-03-17,SAGF,-4.84,2812,low,IGNORE
2026-03-17,SBCF,-14.99,1835,medium,IGNORE
2026-03-17,SEF,0.9,601,high,IGNORE
2026-03-17,SFEF,-8.84,2158,high,IGNORE
2026-03-17,SFMF,-7.96,1328,low,IGNORE
2026-03-17,SIGS2,-6.13,1258,medium,CONSIDER
2026-03-17,SIGS3,-4.36,2601,medium,IGNORE
2026-03-17,SLCF,-2.46,708,medium,IGNORE
2026-03-19,C30MF,-4.53,2613,medium,IGNORE
2026-03-19,CMF2,-0.58,111,medium,IGNORE
2026-03-19,GBIMESY2,-5.15,3408,low,IGNORE
2026-03-19,GIBF1,-6.45,2323,low,IGNORE
2026-03-19,GSY,-4.53,3211,high,IGNORE
2026-03-19,H8020,-3.63,2753,medium,IGNORE
2026-03-19,HLICF,-2.3,3467,low,IGNORE
2026-03-19,KDBY,-5.22,2320,high,IGNORE
2026-03-19,KEF,-1.88,1825,high,IGNORE
2026-03-19,KSY,-4.2,2922,medium,IGNORE
2026-03-19,LUK,-14.24,1609,low,IGNORE
2026-03-19,LVF2,-12.27,2725,medium,IGNORE
2026-03-19,MBLEF,-5.67,4026,low,IGNORE
2026-03-19,MMF1,-1.57,1999,high,IGNORE
2026-03-19,MNMF1,-6.17,3197,medium,IGNORE
2026-03-19,NBF2,-4.3,1169,high,CONSIDER
2026-03-19,NBF3,-4.55,2014,high,IGNORE
2026-03-19,NIBLGF,-4.39,2496,medium,IGNORE
2026-03-19,NIBLSTF,-2.87,3612,medium,IGNORE
2026-03-19,NIBSF2,-3.46,1897,medium,IGNORE
2026-03-19,NICBF,1.3,1257,low,IGNORE
2026-03-19,NICFC,-6.54,1184,medium,CONSIDER
2026-03-19,NICGF2,-5.12,1707,medium,IGNORE
2026-03-19,NICSF,0.73,839,medium,IGNORE
2026-03-19,NMB50,0.58,166,low,IGNORE
2026-03-19,NMBHF2,-6.08,3267,medium,IGNORE
2026-03-19,NSIF2,-5.42,2358,high,IGNORE
2026-03-19,PRSF,-6.09,2187,medium,IGNORE
2026-03-19,PSF,-3.98,825,medium,IGNORE
2026-03-19,RBBF40,-3.03,4256,low,IGNORE
2026-03-19,RMF1,-2.09,857,high,IGNORE
2026-03-19,RMF2,-5.5,2620,medium,IGNORE
2026-03-19,RSY,-2.97,3331,high,IGNORE
2026-03-19,SAGF,-4.84,2810,low,IGNORE
2026-03-19,SBCF,-14.81,1833,medium,IGNORE
2026-03-19,SEF,0.5,599,medium,IGNORE
2026-03-19,SFEF,-8.31,2156,high,IGNORE
2026-03-19,SFMF,-6.19,1326,medium,CONSIDER
2026-03-19,SIGS2,-4.12,1256,medium,CONSIDER
2026-03-19,SIGS3,-4.63,2599,low,IGNORE
2026-03-19,SLCF,-2.56,706,high,IGNORE
2026-03-22,C30MF,-3.68,2610,medium,IGNORE
2026-03-22,CMF2,0.29,108,low,IGNORE
2026-03-22,GBIMESY2,-3.13,3405,low,IGNORE
2026-03-22,GIBF1,-3.65,2320,high,IGNORE
2026-03-22,GSY,-4.53,3208,medium,IGNORE
2026-03-22,H8020,-1.82,2750,medium,IGNORE
2026-03-22,HLICF,-1.15,3464,low,IGNORE
2026-03-22,KDBY,-2.29,2317,medium,IGNORE
2026-03-22,KEF,-1.88,1822,high,IGNORE
2026-03-22,KSY,-3.32,2919,medium,IGNORE
2026-03-22,LUK,-14.24,1606,low,IGNORE
2026-03-22,LVF2,-13.23,2722,medium,IGNORE
2026-03-22,MBLEF,-4.84,4023,medium,IGNORE
2026-03-22,MMF1,3.13,1996,high,IGNORE
2026-03-22,MNMF1,-5.2,3194,medium,IGNORE
2026-03-22,NBF2,-3.72,1166,medium,IGNORE
2026-03-22,NBF3,-4.36,2011,high,IGNORE
2026-03-22,NIBLGF,-3.37,2493,high,IGNORE
2026-03-22,NIBLSTF,-1.74,3609,medium,IGNORE
2026-03-22,NIBSF2,-0.81,1894,high,IGNORE
2026-03-22,NICBF,-4.49,1254,medium,CONSIDER
2026-03-22,NICFC,-4.56,1181,medium,CONSIDER
2026-03-22,NICGF2,-5.02,1704,medium,IGNORE
2026-03-22,NICSF,0.73,836,medium,IGNORE
2026-03-22,NMB50,2.62,163,medium,IGNORE
2026-03-22,NMBHF2,-4.44,3264,high,IGNORE
2026-03-22,NSIF2,-5.85,2355,low,IGNORE
2026-03-22,PRSF,-4.87,2184,high,IGNORE
2026-03-22,PSF,-0.41,822,high,IGNORE
2026-03-22,RBBF40,-0.81,4253,low,IGNORE
2026-03-22,RMF1,-0.2,854,medium,IGNORE
2026-03-22,RMF2,-3.45,2617,low,IGNORE
2026-03-22,RSY,-2.04,3328,high,IGNORE
2026-03-22,SAGF,-2.94,2807,medium,IGNORE
2026-03-22,SBCF,-14.29,1830,medium,IGNORE
2026-03-22,SEF,1.09,596,high,IGNORE
2026-03-22,SFEF,-9.8,2153,low,IGNORE
2026-03-22,SFMF,-4.51,1323,low,IGNORE
2026-03-22,SIGS2,1.34,1253,medium,IGNORE
2026-03-22,SIGS3,-4.54,2596,low,IGNORE
2026-03-22,SLCF,-2.17,703,medium,IGNORE
2026-03-23,C30MF,-3.77,2609,high,IGNORE
2026-03-23,CMF2,1.75,107,low,IGNORE
2026-03-23,GBIMESY2,-3.23,3404,low,IGNORE
2026-03-23,GIBF1,-4.58,2319,medium,IGNORE
2026-03-23,GSY,-3.57,3207,medium,IGNORE
2026-03-23,H8020,-3.55,2749,medium,IGNORE
2026-03-23,HLICF,3.66,3463,low,IGNORE
2026-03-23,KDBY,-5.76,2316,high,IGNORE
2026-03-23,KEF,-0.79,1821,medium,IGNORE
2026-03-23,KSY,-4.79,2918,low,IGNORE
2026-03-23,LUK,-14.24,1605,low,IGNORE
2026-03-23,LVF2,-12.36,2721,medium,IGNORE
2026-03-23,MBLEF,-5.85,4022,high,IGNORE
2026-03-23,MMF1,4.07,1995,medium,IGNORE
2026-03-23,MNMF1,-5.11,3193,high,IGNORE
2026-03-23,NBF2,-3.92,1165,medium,IGNORE
2026-03-23,NBF3,-2.62,2010,high,IGNORE
2026-03-23,NIBLGF,-2.35,2492,medium,IGNORE
2026-03-23,NIBLSTF,-2.25,3608,high,IGNORE
2026-03-23,NIBSF2,-1.73,1893,medium,IGNORE
2026-03-23,NICBF,-0.6,1253,high,IGNORE
2026-03-23,NICFC,-4.56,1180,low,IGNORE
2026-03-23,NICGF2,-4.33,1703,low,IGNORE
2026-03-23,NICSF,1.78,835,medium,IGNORE
2026-03-23,NMB50,3.68,162,low,IGNORE
2026-03-23,NMBHF2,-2.6,3263,medium,IGNORE
2026-03-23,NSIF2,-6.1,2354,low,IGNORE
2026-03-23,PRSF,-2.76,2183,medium,IGNORE
2026-03-23,PSF,-0.33,821,medium,IGNORE
2026-03-23,RBBF40,0.51,4252,medium,IGNORE
2026-03-23,RMF1,-1.89,853,medium,IGNORE
2026-03-23,RMF2,-4.57,2616,low,IGNORE
2026-03-23,RSY,-2.97,3327,medium,IGNORE
2026-03-23,SAGF,-1.71,2806,medium,IGNORE
2026-03-23,SBCF,-11.82,1829,high,IGNORE
2026-03-23,SEF,1.59,595,high,IGNORE
2026-03-23,SFEF,-9.8,2152,high,IGNORE
2026-03-23,SFMF,-8.05,1322,medium,CONSIDER
2026-03-23,SIGS2,1.63,1252,medium,IGNORE
2026-03-23,SIGS3,-1.02,2595,medium,IGNORE
2026-03-23,SLCF,0.0,702,high,IGNORE
2026-03-24,C30MF,-3.4,2608,medium,IGNORE
2026-03-24,CMF2,0.29,106,medium,IGNORE
2026-03-24,GBIMESY2,-1.31,3403,low,IGNORE
2026-03-24,GIBF1,-3.23,2318,medium,IGNORE
2026-03-24,GSY,-3.95,3206,medium,IGNORE
2026-03-24,H8020,-3.05,2748,medium,IGNORE
2026-03-24,HLICF,1.67,3462,high,IGNORE
2026-03-24,KDBY,-3.84,2315,high,IGNORE
2026-03-24,KEF,-0.6,1820,medium,IGNORE
2026-03-24,KSY,-4.3,2917,low,IGNORE
2026-03-24,LUK,-14.24,1604,low,IGNORE
2026-03-24,LVF2,-12.45,2720,low,IGNORE
2026-03-24,MBLEF,-2.65,4021,medium,IGNORE
2026-03-24,MMF1,3.13,1994,medium,IGNORE
2026-03-24,MNMF1,-3.66,3192,high,IGNORE
2026-03-24,NBF2,-4.01,1164,medium,CONSIDER
2026-03-24,NBF3,-1.74,2009,high,IGNORE
2026-03-24,NIBLGF,1.02,2491,high,IGNORE
2026-03-24,NIBLSTF,-0.72,3607,medium,IGNORE
2026-03-24,NIBSF2,-0.2,1892,medium,IGNORE
2026-03-24,NICBF,4.49,1252,low,IGNORE
2026-03-24,NICFC,-3.96,1179,low,IGNORE
2026-03-24,NICGF2,-4.83,1702,low,IGNORE
2026-03-24,NICSF,2.62,834,medium,IGNORE
2026-03-24,NMB50,1.74,161,medium,IGNORE
2026-03-24,NMBHF2,-3.57,3262,medium,IGNORE
2026-03-24,NSIF2,-4.3,2353,medium,IGNORE
