date,nav,source
2026-01-15,9.78,sharesansar_monthly
2026-02-15,9.82,sharesansar_monthly
2026-03-15,10.25,sharesansar_monthly
2026-04-15,10.10,sharesansar_monthly
2026-05-15,9.87,sharesansar_monthly
