date,nav,source
2016-11-15,9.89,nabil_monthly
2016-12-15,9.81,nabil_monthly
2017-01-13,9.83,nabil_monthly
2017-02-10,9.63,nabil_monthly
2017-03-13,9.74,nabil_monthly
2017-04-13,10.19,nabil_monthly
2017-05-14,10.11,nabil_monthly
2017-06-14,9.97,nabil_monthly
2017-07-15,9.97,nabil_monthly
2017-08-16,9.99,nabil_monthly
2017-09-16,9.76,nabil_monthly
2017-10-17,9.77,nabil_monthly
2017-11-16,9.54,nabil_monthly
2017-12-15,9.61,nabil_monthly
2018-01-14,9.38,nabil_monthly
2018-02-12,9.08,nabil_monthly
2018-03-14,8.66,nabil_monthly
2018-04-13,8.69,nabil_monthly
2018-05-14,9.13,nabil_monthly
2018-06-14,8.79,nabil_monthly
2018-07-16,8.66,nabil_monthly
2018-08-16,8.57,nabil_monthly
2018-09-16,8.71,nabil_monthly
2018-10-17,8.59,nabil_monthly
2018-11-15,8.03,nabil_monthly
2018-11-16,8.43,nabil_monthly
2019-01-14,8.77,nabil_monthly
2019-03-14,8.71,nabil_monthly
2019-04-13,8.78,nabil_monthly
2019-05-14,9.30,nabil_monthly
2019-06-15,9.08,nabil_monthly
2019-07-16,9.02,nabil_monthly
2019-08-17,9.01,nabil_monthly
2019-09-17,8.65,nabil_monthly
2019-10-17,8.59,nabil_monthly
2019-11-16,8.59,nabil_monthly
2019-12-16,8.77,nabil_monthly
2019-12-18,8.77,nabil_monthly
2020-01-14,9.63,nabil_monthly
2020-02-12,10.23,nabil_monthly
2020-03-13,10.41,nabil_monthly
2020-04-12,9.92,nabil_monthly
2020-05-13,9.75,nabil_monthly
2020-06-14,9.79,nabil_monthly
2020-07-15,10.66,nabil_monthly
2020-08-16,10.78,nabil_monthly
2020-09-16,10.96,nabil_monthly
2020-10-16,10.94,nabil_monthly
2020-11-15,11.56,nabil_monthly
2020-12-15,13.23,nabil_monthly
2021-01-13,14.40,nabil_monthly
2021-02-12,15.92,nabil_monthly
2021-03-12,15.88,nabil_monthly
2021-04-13,17.24,nabil_monthly
2021-05-14,16.99,nabil_monthly
2021-06-14,18.89,nabil_monthly
2021-07-15,17.98,nabil_monthly
2021-08-16,19.28,nabil_monthly
2021-09-16,17.74,nabil_monthly
2021-10-17,13.21,nabil_monthly
2021-11-16,13.48,nabil_monthly
2021-12-15,11.93,nabil_monthly
2022-01-14,13.82,nabil_monthly
2022-02-11,13.59,nabil_monthly
2022-03-14,13.00,nabil_monthly
2022-04-13,12.21,nabil_monthly
2022-05-13,11.87,nabil_monthly
2022-06-14,10.45,nabil_monthly
2022-07-15,10.59,nabil_monthly
2022-08-16,10.54,nabil_monthly
2022-09-16,10.15,nabil_monthly
2022-10-17,9.93,nabil_monthly
2022-11-16,9.56,nabil_monthly
2022-12-15,9.51,nabil_monthly
2023-01-13,10.63,nabil_monthly
2023-02-13,10.50,nabil_monthly
2023-03-13,9.85,nabil_monthly
2023-04-13,9.89,nabil_monthly
2023-05-14,9.57,nabil_monthly
2023-06-15,10.37,nabil_monthly
2023-07-16,10.81,nabil_monthly
2023-08-17,10.58,nabil_monthly
2023-09-17,10.44,nabil_monthly
2023-10-17,10.33,nabil_monthly
2025-12-15,10.42,sharesansar_monthly
