date,nav,source
2026-01-15,10.47,sharesansar_monthly
2026-02-15,10.60,sharesansar_monthly
2026-03-15,11.00,sharesansar_monthly
2026-04-15,10.99,sharesansar_monthly
2026-05-15,10.76,sharesansar_monthly
2026-06-15,10.81,sharesansar_monthly
2026-07-31,10.53,sharesansar_monthly
2026-08-03,10.53,sharesansar_monthly
